Sentence #,Word,POS,Tag
,aggiis,VV,
,.,PUN,
,..,..,
Sentence: 767,Xalahiyakka,NP,
,attoogaappe,VC,
,guyyiyan,POP,
,na7aa,NM,
,ta,PP,
,nena,PPC,
,yeddikke,INT,
,giidaara,NP,
,",",PUN,
,ne,PP,
,tana,PP,
,ashshido,VC,
,gishshawu,CJ,
,haaya,INT,
,nu,ADJ,
,soo,NN,
,hindda,INT,
,",",PUN,
,ta,ADJ,
,aaway,NP,
,neessi,PPC,
,immiyobaa,NN,
,ekkada,ADV,
,baasa,VC,
,gaada,VC,
,hanin,VC,
,naa77ay,NP,
,issippe,ADV,
,etasoo,PPC,
,biidosona,VC,
,.,PUN,
,..,..,
Sentence: 768,Eti,PP,
,ogiyan,NP,
,biishin,VC,
,xalahiya,NN,
,na7aa,NM,
,ta,ADJ,
,aaway,NM,
,neessi,PPC,
,sha7a,ADJ,
,keena,ADJ,
,mehiya,NN,
,",",PUN,
,neeni,PPC,
,koyidobaa,NV,
,paraa,NN,
,baluquwa,NN,
,neesi,PPC,
,immana,VC,
,",",PUN,
,I,PP,
,imiyobaa,VC,
,ekkoppa,VC,
,.,PUN,
,..,..,
Sentence: 769,Yaatada,ADV,
,woyguutee,VC,
,giikko,ADV,
,",",PUN,
,ne,ADJ,
,kushiyan,NP,
,de7iya,ADJ,
,migidiyo,NP,
,ima,INT,
,ga,VC,
,gaada,VC,
,na7aa,NM,
,zoraasu,VF,
,.,PUN,
,..,..,
Sentence: 770,A,PP,
,giidoogaadan,ADV,
,I,PM,
,yi,VC,
,soo,NN,
,gakkiyo,ADJ,
,wode,ADV,
,bitanee,NM,
,na7aassi,NM,
,darobaa,ADV,
,immana,VC,
,gin,VC,
,ekkikke,INT,
,giidi,VC,
,ixxiis,VV,
,.,PUN,
,..,..,
Sentence: 771,Yaatin,ADV,
,neeyyo,PPC,
,ay,PP,
,immoo,RV,
,ta,PUN,
,na7iyo,NM,
,ashshada,VC,
,neeni,PPC,
,mela,ADJ,
,baakka,ADV,
,giis,VV,
,.,PUN,
,..,..,
Sentence: 772,Na7ay,NM,
,zaaridi,ADV,
,yaatikko,VC,
,intte,ADJ,
,bradhdhiyan,NP,
,de7iya,ADJ,
,migidiyo,NP,
,taassi,PP,
,immite,VC,
,giis,VV,
,.,PUN,
,..,..,
Sentence: 773,Bitaneekka,NM,
,eeno,INT,
,giidi,VC,
,immiis,VV,
,na7ay,NM,
,migidiyo,NP,
,ekko,ADJ,
,sohuwara,ADV,
,baana,VC,
,giidi,VC,
,kare,ADV,
,kiyishin,VC,
,na7iya,NF,
,moyssana,ADJ,
,giidaara,ADV,
,aara,ADJ,
,kare,ADJ,
,kiyidaara,NF,
,neeni,PPC,
,koyidobaa,NN,
,demmanawu,VI,
,migidiyo,NP,
,shoca,NV,
,.,PUN,
,..,..,
Sentence: 774,He,ADJ,
,wode,ADV,
,koyidobaa,NN,
,demmaasa,INT,
,gaasu,VF,
,.,PUN,
,..,..,
Sentence: 775,Goydettaa,NN,
,oosuwan,NP,
,doona,NN,
,wogaanne,NC,
,mankkaa,NN,
,xeelliyoogee,NV,
,kulkka,ADJ,
,ooso,NN,
,gaanawu,VI,
,danddayettees,VV,
,.,PUN,
,..,..,
Sentence: 776,Doona,NN,
,ubbawu,ADJCP,
,A,ADJ,
,wogay,NP,
,de7ees,VV,
,.,PUN,
,..,..,
Sentence: 777,Hegaa,PP,
,gishshawu,CJ,
,goydanchchay,NP,
,barissi,POP,
,imettida,ADJ,
,xuufee,NN,
,xaafettido,ADJ,
,doonaa,NN,
,luxidi,NP,
,eriyaagaa,NV,
,gidana,VC,
,bessees,VV,
,.,PUN,
,..,..,
Sentence: 778,Gaasoynne,NC,
,haray,NP,
,attin,CJ,
,xaafanchchaara,NP,
,ubbay,NP,
,hassayenna,ADJ,
,doona,ADJ,
,wogata,NN,
,qoridi,VC,
,giigissiyoogee,NV,
,appe,PPC,
,naagettees,VV,
,.,PUN,
,..,..,
Sentence: 779,Doona,NN,
,wogaanne,NC,
,mankkaa,NN,
,giddon,POP,
,xeelettana,NV,
,bessiyabati,NP,
,qaalata,NN,
,",",PUN,
,qottaa,NN,
,",",PUN,
,paydota,NN,
,",",PUN,
,muuca,ADJ,
,qaalata,NN,
,",",PUN,
,woggayota,NN,
,",",PUN,
,wodiyaa,NN,
,",",PUN,
,machchallata,NV,
,.,PUN,
,..,..,
Sentence: 780,Goydanchchay,NP,
,hageeta,ADJ,
,xeelliyaagan,NP,
,balaa,NN,
,giigissiyoogaa,NV,
,xalaala,ADV,
,gidennan,ADJCP,
,issi,ADJ,
,qommo,ADJ,
,wogay,NP,
,woykko,CJ,
,qottay,NP,
,kelttee,ADJ,
,baynnan,ADV,
,huupheppe,NP,
,toho,NP,
,kiyanawu,VI,
,issi,ADJ,
,mala,ADJ,
,go7ettidoogaa,NV,
,xeellees,VV,
,.,PUN,
,..,..,
Sentence: 781,Goydanchchatu,NN,
,layttay,NP,
,qaalatubaa,NP,
,ootishin,VC,
,wurees,VV,
,.,PUN,
,..,..,
Sentence: 782,Hegaa,PP,
,gishshawu,CJ,
,qaalatu,NP,
,eeshshaa,NN,
,loytti,ADV,
,akeekikko,VC,
,eti,PP,
,keehi,ADV,
,muruta,ADJ,
,oosuwaa,NN,
,oottanawu,VI,
,danddayoosona,VV,
,.,PUN,
,..,..,
Sentence: 783,Aakimeti,NP,
,asaa,NN,
,bollaabaa,NP,
,",",PUN,
,anaaxeti,NP,
,mittaa,NN,
,eeshshaa,NN,
,",",PUN,
,luxissiyageeti,NP,
,tamaariyaa,NN,
,eeshshaa,NN,
,",",PUN,
,goshshanchchati,NN,
,biitta,ADJ,
,eeshshaa,NN,
,loyti,ADV,
,erana,VC,
,koshshees,VV,
,.,PUN,
,..,..,
Sentence: 784,Ee,PP,
,ubba,ADJ,
,hiillanchchatikka,NP,
,bantta,ADJ,
,ootiyoobanne,NC,
,go7ettiyoo,ADJ,
,miishshaa,NN,
,mucuridi,ADV,
,erana,VC,
,bessees,VV,
,.,PUN,
,..,..,
Sentence: 785,Hegee,PP,
,goydanchchatussikka,NP,
,tuma,ADV,
,.,PUN,
,..,..,
Sentence: 786,Ha,ADJ,
,kifiliyan,NP,
,qaalatubaanne,NC,
,eta,PP,
,waatidi,ADV,
,giicidi,ADV,
,go7ettana,VC,
,danddayiyaakko,NP,
,be7ana,VC,
,.,PUN,
,..,..,
Sentence: 787,Ha,ADJ,
,kifiliyan,NP,
,darotoo,ADV,
,leemiso,ADJ,
,gididi,ADJ,
,immettiyaabati,NP,
,Inggilizetto,ADJ,
,qaalaappe,NP,
,duuqettidaageeta,NV,
,.,PUN,
,..,..,
Sentence: 788,Gidikkonne,ADV,
,daro,ADJ,
,doonati,NP,
,kaaliyo,ADJ,
,maaray,NP,
,issi,ADJ,
,mala,NN,
,;,PUN,
,hegaa,ADJ,
,bollikka,POP,
,Inggilizettuwaappe,NP,
,ekettida,ADJ,
,leemisota,NN,
,Wolayttatto,ADJ,
,doonaara,NP,
,mayzzanawu,VI,
,gita,ADJ,
,baaxee,NN,
,oosettiis,VV,
,.,PUN,
,..,..,
Sentence: 789,Qaalati,NP,
,ha,ADJ,
,lumegezuwan,NP,
,asi,NN,
,demmidoba,ADJ,
,ubbaappe,ADV,
,aadhdhidi,ADV,
,maalaalissiyaaba,NP,
,.,PUN,
,..,..,
Sentence: 790,Qaalata,NN,
,go7ettidi,VC,
,naqaashaa,NN,
,adussa,ADJ,
,sohuwawunne,NC,
,daro,ADJ,
,wodiyawu,NP,
,gattana,NP,
,danddayoos,VV,
,.,PUN,
,..,..,
Sentence: 791,Eta,PP,
,go7ettidi,VC,
,qumaa,NN,
,muussaa,NN,
,milatiya,ADJ,
,ooninne,PP,
,eriyo,ADJ,
,qeeribata,NN,
,woykko,CJ,
,horoophphilliya,NN,
,meruwaa,NN,
,milatiya,ADJ,
,wunddaawullobaa,NN,
,qonccissana,VC,
,danddayoos,VV,
,.,PUN,
,..,..,
Sentence: 792,Qaalati,NP,
,baynnaakko,ADV,
,salo-gufanttuwan,NP,
,gaytotetti,ADJ,
,de7enna,NV,
,",",PUN,
,haydi,NP,
,de7enna,NV,
,",",PUN,
,ammanoy,NN,
,de7enna,NV,
,",",PUN,
,sinttanaa,ADJ,
,de7uwaa,NN,
,murutissanawu,VI,
,oottido,ADJ,
,pilggetta,NN,
,ayfeta,NN,
,asawu,NP,
,gattanawu,VI,
,danddayettenna,VV,
,.,PUN,
,..,..,
Sentence: 793,Qaalata,NN,
,ekkidi,ADV,
,yelettibookko,NV,
,.,PUN,
,..,..,
Sentence: 794,Yaatiyogishshawu,CJ,
,issi,ADJ,
,miishshaa,NN,
,waati,WHA,
,go7ettanaakko,NV,
,tamaariyoogaadan,NP,
,qaalata,NN,
,eranawunne,NC,
,waati,WHA,
,go7ettanaakko,NV,
,akeekanawu,VI,
,tamaarana,NV,
,koshshees,VC,
,.,PUN,
,..,..,
Sentence: 795,Gidikkonne,ADV,
,qaalati,NP,
,asa,ADJ,
,naatussi,NP,
,gallassa,ADJ,
,gallassa,ADJ,
,duussan,NP,
,keehippe,ADV,
,koshshiyaa,ADJ,
,baasoba,NP,
,gidiyoogishshawu,CJ,
,sayeta,ADJ,
,tamaariyoogaa,NV,
,doses,VC,
,.,PUN,
,..,..,
Sentence: 796,Goydanchchati,NP,
,bantta,ADJ,
,laytta,ADJ,
,ubbaa,NN,
,bantta,ADJ,
,ooso,ADJ,
,hiillaa,NN,
,woykko,CJ,
,qaraa,NN,
,dichchiidi,ADV,
,de7ida,VC,
,macca,ADJ,
,asaaranne,NC,
,attuma,ADJ,
,asaara,NP,
,oottoosona,NV,
,.,PUN,
,..,..,
Sentence: 797,Ha,ADJ,
,asati,NP,
,bantta,ADJ,
,ooso,ADJ,
,miishshata,NP,
,eroosona,NV,
,;,PUN,
,qassi,ADV,
,suure,ADJ,
,giicidi,ADV,
,go7ettoosona,NV,
,.,PUN,
,..,..,
Sentence: 798,Issoti,PP,
,issooti,PP,
,doonaakka,NP,
,hegaadan,POP,
,waatidi,WHA,
,suure,ADJ,
,go7ttanaakko,NP,
,eroosona,NV,
,.,PUN,
,..,..,
Sentence: 799,Peeshotinne,NC,
,sunttati,NP,
,qaala,ADJ,
,kifiletu,NP,
,ubbappe,ADV,
,minnoosona,NV,
,.,PUN,
,..,..,
Sentence: 800,Sunttaanne,NC,
,peeshuwa,ADJ,
,qonccissiya,ADJ,
,qaalatikka,NP,
,qanttan,NP,
,go7ettikko,VC,
,lo77o,ADJ,
,shin,CJ,
,koshshiyaba,ADJCP,
,gidikko,ADV,
,etakka,PPC,
,peeshonne,NC,
,suntta,ADJ,
,ootti,ADJ,
,laammidi,ADV,
,go7ettanawu,VI,
,danddayoos,VV,
,.,PUN,
,..,..,
Sentence: 801,Hegee,PP,
,qofa,NN,
,qashuwassi,NP,
,wolqqaa,ADV,
,gujjees,VC,
,.,PUN,
,..,..,
Sentence: 802,Ubba,ADJ,
,issitoo,ADV,
,issitoo,ADV,
,aaro,ADJ,
,wolqqaa,NN,
,immanawu,VI,
,sunttatakka,NP,
,peesho,NP,
,oottidi,VC,
,laammana,NV,
,danddayettees,VV,
,.,PUN,
,..,..,
Sentence: 803,Tillatettaa,NN,
,giyoogee,NV,
,ashshennaaninne,VC,
,aattennan,ADV,
,",",PUN,
,suurenne,ADJCP,
,tumabaa,NN,
,xaafiyoogaa,NV,
,woykko,CJ,
,odiyoogaa,NV,
,giyoogaa,NV,
,.,PUN,
,..,..,
Sentence: 804,Issibaa,PP,
,xafiya,NN,
,",",PUN,
,woykko,CJ,
,yootiya,ADJ,
,uri,NP,
,barissi,ADJCP,
,sittiyaaba,NP,
,woykko,CJ,
,qofettiyyabaa,NN,
,aggidi,ADV,
,",",PUN,
,woykko,CJ,
,qassi,ADJ,
,bari,ADJ,
,ammaniyoobaa,NN,
,gidennan,ADV,
,be7idobaanne,NC,
,siyidobaa,NN,
,tuma,ADJ,
,xalaalaa,NN,
,aattiyoogee,NV,
,tillatetta,NV,
,geetettees,VC,
,.,PUN,
,..,..,
Sentence: 805,Hegee,PP,
,oduwaa,NN,
,shiishshiya,ADJ,
,asa,NN,
,xalaaala,ADV,
,gidennan,NP,
,aatiya,ADJ,
,uraassinne,NC,
,goydiya,ADJ,
,uraasiikka,NP,
,wolqqaama,ADJ,
,aawatettay,NM,
,de7iyoogaa,NV,
,bessees,VV,
,.,PUN,
,..,..,
Sentence: 806,Tillatetta,NN,
,xalaala,ADV,
,bolli,POP,
,wudidi,ADJ,
,oottiyoogee,NV,
,hegaa,ADJ,
,keeni,ADJ,
,hayyanaashsho,NP,
,giissiyaaba,NP,
,gidana,ADJ,
,xaykkonne,CJ,
,hegaa,ADJ,
,shenehoo,NN,
,giyoogee,NV,
,shaaluwa,NN,
,danuwan,NP,
,oyshissana,NV,
,danddayees,VC,
,.,PUN,
,..,..,
Sentence: 807,Issi,ADJ,
,xaafanchchay,NP,
,woykko,CJ,
,odanchchay,NP,
,issi,ADJ,
,izaawu,NP,
,woykko,CJ,
,cita,ADJ,
,sunttaaranne,NC,
,hayttaara,NP,
,gayttidabaa,NV,
,xaafiiiddi,VC,
,shenehoo,NN,
,giidi,VC,
,woykko,CJ,
,zuubbaridi,VC,
,shaallana,ADJ,
,danddayyees,VC,
,.,PUN,
,..,..,
Sentence: 808,Shaalliyoogaa,NV,
,giyoogee,NV,
,issi,ADJ,
,uraa,NN,
,woykko,CJ,
,issi,ADJ,
,citaa,NN,
,sunttaa,NN,
,",",PUN,
,haydaa,NN,
,mooriyoogaa,NV,
,.,PUN,
,..,..,
Sentence: 809,Hegee,PP,
,izzaawu,NP,
,ixettanaadan,VC,
,woykko,CJ,
,borettanaadan,VC,
,ixxikko,ADV,
,kawuyyanaadan,VC,
,oottana,ADV,
,danddayees,NV,
,.,PUN,
,..,..,
Sentence: 810,Odanchchati,NP,
,taarikiyaa,NN,
,demmanawu,VI,
,ay,WHP,
,keena,ADJ,
,haakkidi,ADV,
,baana,VC,
,koshshii,RV,
,?,,
,..,..,
Sentence: 811,Odanchchati,NP,
,issi,ADJ,
,kawo,ADJ,
,oosanchchay,NP,
,geella,ADJ,
,gidiyoogaa,NV,
,sirikko,NP,
,hegaa,ADJ,
,deriyaassi,NP,
,qonccissanawu,VI,
,etawu,PPC,
,maati,NP,
,baawee,RV,
,?,,
,..,..,
Sentence: 812,Issi,ADJ,
,issi,ADJ,
,odanchchati,NP,
,banttawu,PPC,
,maatay,NP,
,de7ees,VC,
,goosona,VV,
,.,PUN,
,..,..,
Sentence: 813,Issi,ADJ,
,issi,ADJ,
,oosanchchati,NP,
,qassi,ADV,
,higgiyaa,NN,
,keehi,ADV,
,gellayikko,VC,
,hara,ADJ,
,coo,ADV,
,asaagaadan,NV,
,etikka,PPC,
,oyshettana,VC,
,bessiyoogaa,NV,
,ammanoosona,VV,
,.,PUN,
,..,..,
Sentence: 814,Issi,ADJ,
,issi,ADJ,
,odanchchay,NP,
,taarikiyaa,NN,
,koshshaa,NN,
,asaa,NN,
,geeddiyo,ADJ,
,wode,ADV,
,nagana,VC,
,bessiya,ADJ,
,kanddo,ADJ,
,maarata,NP,
,erana,NV,
,bessees,VC,
,.,PUN,
,..,..,
Sentence: 815,Odanchchati,NP,
,geema,ADJ,
,kaameeraanne,NC,
,maykiya,ADJ,
,darotoo,ADV,
,pillggetta,NP,
,taariketa,NP,
,qonccissanawu,VI,
,go7ettoosona,VV,
,.,PUN,
,..,..,
Sentence: 816,Heggaadanikka,ADV,
,",",PUN,
,wodoroy,NP,
,baynna,ADV,
,maykiyaa,NN,
,go7ettoosona,NV,
,.,PUN,
,..,..,
Sentence: 817,Hegaa,ADJ,
,mala,ADJ,
,miishshata,NP,
,citan,NP,
,issippe,ADV,
,gididi,VC,
,oottiya,ADJ,
,oosanchchati,NP,
,galla,ADJ,
,galla,ADJ,
,go7ettoosona,NV,
,.,PUN,
,..,..,
Sentence: 818,Qosa,ADJ,
,kaameeraa,NN,
,go7ettiyoogaa,NV,
,woykko,CJ,
,dere,ADJ,
,sinttan,NP,
,haniyaaba,NP,
,duuqqiyoogaa,NV,
,diggiya,ADJ,
,higgee,NN,
,de7iyaaba,NP,
,milatenna,NV,
,.,PUN,
,..,..,
Sentence: 819,Gidoppe-attin,ADV,
,.,PUN,
,odanchchati,NP,
,qosa,ADJ,
,maykiya,NN,
,go7ettanawu,VI,
,halchchikko,ADV,
,bantta,ADJ,
,dalgga,ADJ,
,manttiyaanne,NC,
,bantta,ADJ,
,biittaa,NN,
,higgiyaa,NN,
,erana,NP,
,bessees,VV,
,.,PUN,
,..,..,
Sentence: 820,Daro,ADJ,
,higgeti,NP,
,tobbiyan,NP,
,hashetiya,ADJ,
,assay,NP,
,erennan,ADV,
,de7ishin,VC,
,qosa,ADJ,
,kaameeraa,NN,
,woykko,CJ,
,maykiya,NN,
,go7ettiyoogaa,NV,
,diggoosona,VV,
,.,PUN,
,..,..,
Sentence: 821,Leemisuwawu,VI,
,",",PUN,
,issi,ADJ,
,odanchchay,NP,
,uteele,ADJ,
,keettan,NP,
,uttidi,VC,
,haasayiya,ADJ,
,naa77u,NN,
,woykko,CJ,
,cora,ADJ,
,asatu,NP,
,cenggursaa,NN,
,duuqqanawu,VI,
,geema,ADJ,
,maykiya,NN,
,go7ettikko,ADV,
,hegee,PP,
,higge,ADJ,
,kantto,NV,
,.,PUN,
,..,..,
Sentence: 822,Imotay,NP,
,woykko,CJ,
,woytoy,NP,
,odanchchata,NN,
,darotoo,ADV,
,paacciyaaba,NV,
,.,PUN,
,..,..,
Sentence: 823,Odanchchati,NP,
,bantta,ADJ,
,odiyo,ADJ,
,izaawuppe,NP,
,woykko,CJ,
,dirijjitiyaappe,NP,
,imotaa,NN,
,ekkiyaaba,NP,
,gidikko,ADV,
,bantta,ADJ,
,xillotettaa,NN,
,naaganawu,VI,
,metees,VV,
,.,PUN,
,..,..,
Sentence: 824,Dere,ADJ,
,gaytotetta,NN,
,oosuwan,NP,
,go7ettiya,ADJ,
,asaappe,NP,
,cora,ADJ,
,qommo,ADJ,
,imotati,NP,
,dumma,ADJ,
,dumma,ADJ,
,wodiyan,ADV,
,yaana,NV,
,danddayoosona,VC,
,.,PUN,
,..,..,
Sentence: 825,Issi,ADJ,
,issi,ADJ,
,imotati,NP,
,Ufayssaa,NN,
,wode,ADV,
,yoosona,VC,
,;,PUN,
,issoti,ADV,
,issoti,ADV,
,qassi,ADV,
,issi,ADJ,
,odanchchay,NP,
,issi,ADJ,
,erissuwa,NN,
,loytti,ADJ,
,puulayidi,NP,
,aatti,ADV,
,simmiyoorin,VC,
,wonttetta,ADJ,
,gallassi,NP,
,A,ADJ,
,pengge,NN,
,puttu-gaana,VC,
,danddayoosona,NV,
,.,PUN,
,..,..,
Sentence: 826,Gidope-attin,ADV,
,he,ADJ,
,imotay,NP,
,guye,POP,
,simmana,ADV,
,bessees,VV,
,.,PUN,
,..,..,
Sentence: 827,Issitoo,ADV,
,issitoo,ADV,
,ekettiyanne,VC,
,ekettenna,VC,
,meeziya,ADJ,
,xeelliyaagan,NP,
,kuuyyanawu,VI,
,wayssees,VV,
,.,PUN,
,..,..,
Sentence: 828,Leemisuwawu,VI,
,",",PUN,
,issi,ADJ,
,pilime,NN,
,woykko,CJ,
,tiyaatire,NN,
,goydanchchay,NP,
,giigissidaagaappe,NP,
,coo,ADJ,
,geliyo,ADJ,
,tiikkeetiya,NN,
,ekkikko,ADV,
,pokkoo,RV,
,?,PUN,
,..,..,
Sentence: 829,Issi,ADJ,
,issi,ADJ,
,ooso,ADJ,
,keettati,NP,
,bantta,ADJ,
,goydanchchatussi,NP,
,tiikkeetiya,NN,
,shammoosona,NV,
,;,PUN,
,shin,CJ,
,issi,ADJ,
,issi,ADJ,
,goydanchchati,NP,
,qassi,ADV,
,coo,ADJ,
,tiikkeetiya,NN,
,ekkoosona,NV,
,.,PUN,
,..,..,
Sentence: 830,Gidoppe-attin,ADV,
,hegee,PP,
,eti,PP,
,pilimiyaabaa,NV,
,woykko,CJ,
,tiyaatiriyaabaa,NV,
,xaafiyoogaa,NV,
,bolli,POP,
,naaqo,ADJ,
,ayssees,ADV,
,gaanawu,VI,
,danddayettenna,VV,
,.,PUN,
,..,..,
Sentence: 831,Issi,ADJ,
,issi,ADJ,
,odo,ADJ,
,dirijjiteti,NP,
,koshsha,NN,
,dom77ettawu,VI,
,hirggoosona,VV,
,.,PUN,
,..,..,
Sentence: 832,Leemisuwawu,VI,
,issi,ADJ,
,issi,ADJ,
,uteeliya,NN,
,godaati,NP,
,ooratta,ADJ,
,uteele,ADJ,
,keettaa,NN,
,erissuwa,NN,
,oottiyo,ADJ,
,wode,ADV,
,odo,ADJ,
,oosanchchatussi,NP,
,issisaappe,NP,
,harasaa,NN,
,baanawu,VI,
,horoophphille,ADJ,
,tiikkeetiya,NN,
,coo,ADJ,
,immoosona,VV,
,",",PUN,
,imatuwakka,NP,
,danddayoosona,NV,
,.,PUN,
,..,..,
Sentence: 833,Issi,ADJ,
,uri,NP,
,sha7an,NP,
,qoodettiya,ADJ,
,biraa,NN,
,qanxxidi,VC,
,hemetissishininne,NC,
,allaxxissishin,VC,
,odanchchay,NP,
,tumatettaa,NN,
,naaganee,RV,
,?,PUN,
,..,..,
Sentence: 834,Issi,ADJ,
,issi,ADJ,
,Odo-yeechcha,NN,
,oosanchchati,NP,
,banttana,PP,
,hegee,PP,
,balibakko,NP,
,giddo,POP,
,gelissennaagaa,NV,
,yootoosona,VV,
,.,PUN,
,..,..,
Sentence: 835,Ubba,ADJ,
,issoti,ADV,
,issoti,ADV,
,he,ADJ,
,hemetaa,NN,
,woykko,CJ,
,manddaraa,NN,
,xeelliyaagan,NP,
,palqqettabaa,NV,
,xaafana,VC,
,danddayoosona,VC,
,",",PUN,
,shin,CJ,
,keettaawaakko,NP,
,zuubbaranawu,VI,
,de7iya,ADJ,
,qaaday,NP,
,aaho,ADJ,
,.,PUN,
,..,..,
Sentence: 836,Hegaa,ADJ,
,mala,ADJ,
,koshsha,NN,
,dom77ettaa,NN,
,teqqanawu,VI,
,oduwa,NN,
,kaalettiya,ADJ,
,daro,ADJ,
,asati,NP,
,hegaa,ADJ,
,mala,ADJ,
,manddaraa,NN,
,woykko,CJ,
,hemetaa,NN,
,diggoosona,NV,
,.,PUN,
,..,..,
Sentence: 837,Daro,ADJ,
,Odi-bessa,ADJ,
,xaabetussi,NP,
,daro,ADJ,
,layttappe,NP,
,kase,ADV,
,hanidabaara,VC,
,ubbaa,NN,
,duuqqi,ADJ,
,wottidi,ADV,
,minjjiyo,ADJ,
,hanotay,NP,
,de7ees,VV,
,.,PUN,
,Issi,ADJ,
,xuufiyawu,NP,
,paccida,VC,
,issi,ADJ,
,kifiliya,NN,
,kunttanawu,VI,
,daro,ADJ,
,xaabeti,NP,
,he,ADJ,
,minjjaappe,NP,
,haniya,ADJ,
,issuwa,ADJ,
,dooridi,ADV,
,ekkiigoosona,NV,
,.,PUN,
,..,..,
Sentence: 838,Hegee,PP,
,kane,ADJ,
,duuqo,NP,
,woykko,CJ,
,payle,ADJ,
,duuqo,NP,
,geetettees,VC,
,.,PUN,
,..,..,
Sentence: 839,Issi,ADJ,
,issi,ADJ,
,xaabeti,NP,
,hegaa,ADJ,
,mala,ADJ,
,biiduwape,NP,
,huuphessan,NP,
,woykko,CJ,
,tohossan,NP,
,payle,ADJ,
,duuqo,NN,
,giya,ADJ,
,qaala,NN,
,zaari,ADV,
,zaari,ADV,
,go7ettoosona,NV,
,.,PUN,
,..,..,
Sentence: 840,Daro,ADJ,
,Odo,ADJ,
,yeechchanchchati,NP,
,assay,NP,
,ogiyaara,NP,
,hemettishin,NC,
,woykko,CJ,
,kaameti,NP,
,wogga,ADJ,
,ogiyaara,NP,
,zattishin,NC,
,bessiya,ADJ,
,biidoy,NP,
,bantta,ADJ,
,xuufiyassi,NP,
,haniyabaa,NN,
,gidikko,ADV,
,coo,ADV,
,go7ettoosona,NV,
,.,PUN,
,..,..,
Sentence: 841,Hegaa,PP,
,gishshawu,CJ,
,daro,ADJ,
,Odo,ADJ,
,yeechchanchchati,NP,
,",",PUN,
,payle,ADJ,
,duuqo,NP,
,giyagaa,NV,
,gishshataa,NN,
,he,ADJ,
,biidoy,NP,
,duuqetido,ADJ,
,sitta,ADJ,
,gallassaa,NN,
,A,ADJ,
,huuphessan,NP,
,xaafoosona,NV,
,.,PUN,
,..,..,
Sentence: 842,Gidikkonne,ADV,
,",",PUN,
,issi,ADJ,
,issi,ADJ,
,wudidi,ADJ,
,lahottido,ADJ,
,hanotatikka,ADV,
,de7oosona,NV,
,.,PUN,
,..,..,
Sentence: 843,Leemisuwawu,VI,
,",",PUN,
,ooratta,ADJ,
,olaa,NN,
,bessanawu,VI,
,beni,ADV,
,gal77a,ADJ,
,olaa,NN,
,bessiya,ADJ,
,biiduwa,NN,
,go7ettido,ADJ,
,hanotati,NP,
,de7oosona,NV,
,.,PUN,
,..,..,
Sentence: 844,Issi,ADJ,
,issi,ADJ,
,hanotatun,NP,
,xaabeti,NP,
,issi,ADJ,
,biittan,NP,
,de7iya,ADJ,
,olaa,NN,
,bessanawu,VI,
,hara,NN,
,",",PUN,
,dumma,ADJ,
,dumma,ADJ,
,biittan,NP,
,polettida,ADJ,
,olaa,NN,
,bessiya,ADJ,
,biidota,NN,
,go7ettido,ADJ,
,wodetikka,NP,
,de7oosona,NV,
,.,PUN,
,..,..,
Sentence: 845,Hegaa,ADJ,
,mala,ADJ,
,lahoy,NP,
,",",PUN,
,qonciyan,NP,
,erettiyo,ADJ,
,wode,ADV,
,xaabeti,NP,
,bantta,ADJ,
,zal77e,ADJ,
,maataa,NN,
,xayanaadan,ADV,
,oottana,VC,
,danddayees,VV,
,.,PUN,
,..,..,
Sentence: 846,Era,ADJ,
,wuussaa,NN,
,pilajjarizimiya,NN,
,giyoogee,NV,
,aybee,WHP,
,?,PUN,
,..,..,
Sentence: 847,Kandduwa,ADJ,
,maaran,NP,
,pilaajjarizimiya,NN,
,waati,WHA,
,xeellana,VC,
,bessii,RV,
,?,PUN,
,..,..,
Sentence: 848,A,ADJ,
,sunttay,NP,
,malaatiyoogaadan,VC,
,pilaajjariizimee,NN,
,wuussa,VV,
,.,PUN,
,..,..,
Sentence: 849,Giyoogeenne,NC,
,",",PUN,
,guugge,ADJ,
,era,NN,
,woykko,CJ,
,gidaa,NN,
,woykko,CJ,
,hiilla,ADJ,
,wuussa,NN,
,gidana,VC,
,danddayees,VV,
,.,PUN,
,..,..,
Sentence: 850,Pilaajjarizimee,NN,
,issi,ADJ,
,uri,NP,
,bariba,PPC,
,gidenna,ADJ,
,qofaa,NN,
,",",PUN,
,qaalaa,NN,
,",",PUN,
,giraafiyaa,NN,
,",",PUN,
,misiliyaa,NN,
,",",PUN,
,biiduwaa,NN,
,",",PUN,
,xuufiyaanne,NC,
,h.h.m.,NN,
,baribaadan,NP,
,xuufe,NN,
,giddon,POP,
,woykko,CJ,
,haasaya,NN,
,giddon,POP,
,go7ettido,ADJ,
,hanotaa,NV,
,.,PUN,
,..,..,
Sentence: 851,Hegaa,ADJ,
,giyoogee,NV,
,issi,ADJ,
,uri,NP,
,hara,ADJ,
,asaba,NP,
,gididabaa,NN,
,aybanne,PP,
,go’ettikko,NP,
,kaysotetta,NN,
,giyoogaa,NV,
,gidenna,ADJ,
,.,PUN,
,..,..,
Sentence: 852,Asi,NP,
,bariba,PPC,
,gidennabaa,NN,
,aybanne,PP,
,naqaasha,NN,
,oottidi,ADV,
,go7etana,NV,
,danddayees,VV,
,",",PUN,
,shin,CJ,
,pulttuwa,NN,
,erissana,NV,
,bessees,VV,
,.,PUN,
